Código Institución,Nombre Institución,Número Identificación Tributaria - NIT,Principal/Seccional,Naturaleza Jurídica,Sector,Carácter Académico,Cod Departamento,Departamento Domicilio,Cod Municipio,Municipio Domicilio,Dirección Domicilio,Teléfono Domicilio,Norma de Creación,Fecha Norma de Creación,¿Acreditada Alta Calidad?,Fecha Acreditación,Resolución de la acreditación,Vigencia de la acreditación,Estado,Fecha Actualizacion,Página Web
9930,INSTITUCIÓN UNIVERSITARIA COMANDO DE EDUCACIÓN Y DOCTRINA - CEDOC DEL EJÉRCITO NACIONAL,NO INFORMA,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",CALLE 102 NO. 7-80 CANTON NORTE,3150111,No informa SIN DATO SIN DATO,4332-02-09,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.ejercito.mil.co/?idcategoria=221634
9931,FUNDACIÓN UNIVERSITARIA PATRICIO SYMES,901184569-6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Cra. 16 No. 70a-68,2172183,Resolución 07081 Ministerio de Educaci¿n Nacional,2018-04-30,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,no disponible
9932,FUNDACIÓN UNIVERSITARIA SAN PABLO - UNISANPABLO,901208296-6,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Calle 170 No. 8G-31,6 71 1221,Acta 009 Consejo de Fundadores de la UNISANPABLO.,2015-08-20,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unisanpablo.co
9933,UNIVERSIDAD NACIONAL DE COLOMBIA,899.999.063-3,Seccional,Nacional,Oficial,Universidad,Cesar,Cesar,,La Paz,Carrera 45 #26 - 85,3165000,Acuerdo 250 Consejo Superior Universitario,2018-10-24,SI,2021-08-25,15859,10,Activa en la Fecha de Actualizacion,2022-07-08,http://delapaz.unal.edu.co/
9934,CENTRO DE ESTUDIOS AERONÁUTICOS - CEA,899.999.059-3,Principal,Nacional,Oficial,Institución Universitaria/Escuela Tecnológica,Bogotá D.C.,Bogotá D.C.,,"Bogotá, D.C.",Avenida el Dorado N¿. 103 - 23,4251000,Acta 074 Consejo Directivo,2014-12-19,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.centrodeestudiosaeronauticos.edu.co/cea/
9935,UNIDAD TECNOLÓGICA DEL MAGDALENA MEDIO - UTEM -,901.167.074-0,Principal,Fundación,Privado,Institución Tecnológica,Santander,Santander,,Barrancabermeja,Calle 55 # 19-25,6024379,No informa 1251 Ministerio de Educaci¿n Nacional,2018-01-30,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.utem.edu.co
9936,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL NORTE,901278157-1,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Norte de Santander,Norte de Santander,,San José de Cúcuta,AV 2 # 13-30,7557153,No informa 04013 Ministerio de Educaci¿n Nacional,2019-04-12,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unanorte.com
9937,CORPORACION TECNICA PROFESIONAL CAMINOS DEL SUROCCIDENTE COLOMBIANO,901424500-1,Principal,Corporación,Privado,Institución Técnica Profesional,Cauca,Cauca,,Timbío,calle 15#19-19 barrio centro,3136316976,No informa 011222 MINISTERIO DE EDUCACION NACIONAL,2019-10-25,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.corpocaminos.edu.co
9938,UNIVERSITARIA DEL CHICAMOCHA,901.575.686-8,Principal,Corporación,Privado,Institución Universitaria/Escuela Tecnológica,Santander,Santander,,Bucaramanga,calle 62 #27-126,3176490529,No informa 1 ASAMBLEA GENERAL,2019-10-01,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unich.edu.co
9939,FUNDACIÓN UNIVERSITARIA CATÓLICA DEL CARIBE,3602349,Principal,Fundación,Privado,Institución Universitaria/Escuela Tecnológica,Atlántico,Atlántico,,Barranquilla,"Calle 75B No, 42F-83",3600047,No informa 01 ARQUIDI¿CESIS DE BARRANQUILLA,2016-06-13,NO,NA,NA,NA,Activa en la Fecha de Actualizacion,2022-07-08,www.unicatolicaribe.edu.co
